itemid,hotelid,hotelname,address,city,country,propertytype,starrating,roomamenities,roomtype,ratedescription,average_price
630,667191,Freiensteinerhof,Traidersbergstr. 14,Trofaiach,Austria,Hotels,3,Air conditioning ;Free Wi-Fi in all rooms ;In-room safe box ;Shower ;TV ;,Double Room,Room size 30 m_square323 ft_square 1 queen bed,109.15
631,667191,Freiensteinerhof,Traidersbergstr. 14,Trofaiach,Austria,Hotels,3,Air conditioning ;Free Wi-Fi in all rooms ;In-room safe box ;Shower ;TV ;,Single Room,Room size 18 m_square194 ft_square 1 single bed,109.15
632,667191,Freiensteinerhof,Traidersbergstr. 14,Trofaiach,Austria,Hotels,3,Air conditioning ;Free Wi-Fi in all rooms ;In-room safe box ;Shower ;TV ;,Triple Room,Room size 30 m_square323 ft_square 3 single beds,109.15
633,749633,Max Panorama,Neuhauslweg 12,Zell Am See,Austria,Hotels,4,Additional toilet ;Air conditioning ;Cleaning products ;Closet ;Clothes dryer ;Coffeetea maker ;Dishwasher ;Fan ;Fireplace ;Free Wi-Fi in all rooms ;Full kitchen ;Hair dryer ;Heating ;High chair ;In-room safe box ;iPod docking station ;Ironing facilities ;Kitchenware ;Microwave ;Private entrance ;Refrigerator ;Satellitecable channels ;Seating area ;Separate dining area ;Sofa ;Washing machine ;,Superior Chalet with Terrace and Lake View,Room size 200 m_square2153 ft_square Balconyterrace 3 bathrooms Shower Kitchenette 4 bedrooms 1 double bed or 1 queen bed and 2 bunk beds or 1 queen bed or 1 double bed or 2 sofa beds,351.62
634,916240,Ibis Hotel Wien Messe,Lassallestrasse 7a,Vienna,Austria,Hotels,3,Air conditioning ;Daily housekeeping ;Desk ;Free Wi-Fi in all rooms ;Hair dryer ;In-room safe box ;Satellitecable channels ;Telephone ;,Standard Room with 1 double bed,Room size 20 m_square215 ft_square Shower 1 queen bed,69.41
635,916240,Ibis Hotel Wien Messe,Lassallestrasse 7a,Vienna,Austria,Hotels,3,Air conditioning ;Free Wi-Fi in all rooms ;Hair dryer ;In-room safe box ;Satellitecable channels ;Telephone ;,Standard Room with 2 Single Beds,Room size 20 m_square215 ft_square Shower 2 single beds,69.41
636,1034353,Gasthof Tell,Anna-Plazotta-Platz 14,Paternion,Austria,Hotels,3,Air conditioning ;Carpeting ;Closet ;Free Wi-Fi in all rooms ;Hair dryer ;Heating ;In-room safe box ;Satellitecable channels ;Slippers ;Telephone ;Toiletries ;,Single Room,Room size 20 m_square215 ft_square Shower 1 single bed,68.27
637,1034353,Gasthof Tell,Anna-Plazotta-Platz 14,Paternion,Austria,Hotels,3,Air conditioning ;Carpeting ;Closet ;Free Wi-Fi in all rooms ;Hair dryer ;Heating ;In-room safe box ;Satellitecable channels ;Telephone ;Toiletries ;,Double Room,Room size 25 m_square269 ft_square Shower 1 queen bed,68.27
638,1034756,HOTEL SCHANDL ***S,Rathausplatz 7,Rust,Austria,Hotels,3,Air conditioning ;Alarm clock ;Closet ;Desk ;Free Wi-Fi in all rooms ;Hair dryer ;Heating ;In-room safe box ;Linens ;Mosquito net ;Seating area ;Smoke detector ;Sofa ;Soundproofing ;Telephone ;Toiletries ;Towels ;TV [flat screen] ;Woodenparqueted flooring ;,Junior Suite,Room size 36 m_square388 ft_square Shower 1 queen bed,168.275
639,1034756,HOTEL SCHANDL ***S,Rathausplatz 7,Rust,Austria,Hotels,3,Air conditioning ;Alarm clock ;Closet ;Desk ;Free Wi-Fi in all rooms ;Hair dryer ;Heating ;In-room safe box ;Linens ;Mosquito net ;Seating area ;Smoke detector ;Soundproofing ;Telephone ;Toiletries ;Towels ;TV [flat screen] ;Woodenparqueted flooring ;,Single Room,Room size 14 m_square151 ft_square Shower 1 single bed,168.275
640,1034756,HOTEL SCHANDL ***S,Rathausplatz 7,Rust,Austria,Hotels,3,Air conditioning ;Alarm clock ;Closet ;Desk ;Free Wi-Fi in all rooms ;Hair dryer ;Heating ;In-room safe box ;Linens ;Mosquito net ;Seating area ;Smoke detector ;Soundproofing ;Telephone ;Toiletries ;Towels ;TV [flat screen] ;Woodenparqueted flooring ;,Standard Double Room,Room size 20 m_square215 ft_square Shower 1 queen bed,168.275
641,1034756,HOTEL SCHANDL ***S,Rathausplatz 7,Rust,Austria,Hotels,3,Air conditioning ;Alarm clock ;Closet ;Desk ;Free Wi-Fi in all rooms ;Hair dryer ;Heating ;In-room safe box ;Linens ;Mosquito net ;Seating area ;Smoke detector ;Soundproofing ;Telephone ;Toiletries ;Towels ;TV [flat screen] ;Woodenparqueted flooring ;,Superior Double Room,Room size 25 m_square269 ft_square Shower 1 queen bed,168.275
642,1034756,HOTEL SCHANDL ***S,Rathausplatz 7,Rust,Austria,Hotels,3,Air conditioning ;Alarm clock ;Closet ;Desk ;Free Wi-Fi in all rooms ;Hair dryer ;Heating ;In-room safe box ;Linens ;Mosquito net ;Seating area ;Smoke detector ;Soundproofing ;Telephone ;Toiletries ;Towels ;TV [flat screen] ;Woodenparqueted flooring ;,Triple Room,Room size 28 m_square301 ft_square Shower 1 single bed and 1 queen bed,168.275
643,1086462,Voralpenhotel Schmoller,Hipping 14,Hipping,Austria,Hotels,3,Air conditioning ;Carpeting ;Closet ;Desk ;Free Wi-Fi in all rooms ;Hair dryer ;Heating ;In-room safe box ;Linens ;Satellitecable channels ;Telephone ;Towels ;,Double Room,Room size 20 m_square215 ft_square Shower 1 king bed,110.005
644,1086462,Voralpenhotel Schmoller,Hipping 14,Hipping,Austria,Hotels,3,Air conditioning ;Carpeting ;Closet ;Desk ;Free Wi-Fi in all rooms ;Hair dryer ;Heating ;In-room safe box ;Linens ;Satellitecable channels ;Telephone ;Towels ;,Quadruple Room,Room size 30 m_square323 ft_square Shower 1 single bed and 1 king bed and 1 sofa bed,110.005
645,1086462,Voralpenhotel Schmoller,Hipping 14,Hipping,Austria,Hotels,3,Air conditioning ;Carpeting ;Closet ;Desk ;Free Wi-Fi in all rooms ;Hair dryer ;Heating ;In-room safe box ;Linens ;Satellitecable channels ;Telephone ;Towels ;,Single Room,Room size 12 m_square129 ft_square Shower 1 single bed,110.005
646,1086462,Voralpenhotel Schmoller,Hipping 14,Hipping,Austria,Hotels,3,Air conditioning ;Carpeting ;Closet ;Desk ;Free Wi-Fi in all rooms ;Hair dryer ;Heating ;In-room safe box ;Linens ;Satellitecable channels ;Telephone ;Towels ;,Triple Room,Room size 28 m_square301 ft_square Shower 1 single bed and 1 king bed,110.005
647,1099641,Haus Esplanade - Adults only,Worthersee-Suduferstrasse 141  Am Corso,Reifnitz,Austria,Hotels,3,Air conditioning ;Carpeting ;Closet ;Coffeetea maker ;Fan ;Free bottled water ;Free Wi-Fi in all rooms ;Hair dryer ;Heating ;In-room safe box ;Kitchenware ;Linens ;Mini bar ;Refrigerator ;Satellitecable channels ;Separate dining area ;Toiletries ;Towels ;,Family Suite,Room size 40 m_square431 ft_square Shower Kitchenette 6 single beds,124.97
648,1099641,Haus Esplanade - Adults only,Worthersee-Suduferstrasse 141  Am Corso,Reifnitz,Austria,Hotels,3,Air conditioning ;Carpeting ;Closet ;Coffeetea maker ;Free bottled water ;Free Wi-Fi in all rooms ;Hair dryer ;Heating ;In-room safe box ;Linens ;Mini bar ;Satellitecable channels ;Toiletries ;Towels ;,Single Room with Private Bathroom,Room size 12 m_square129 ft_square Shower 1 single bed,124.97
649,1099641,Haus Esplanade - Adults only,Worthersee-Suduferstrasse 141  Am Corso,Reifnitz,Austria,Hotels,3,Air conditioning ;Closet ;Coffeetea maker ;Free bottled water ;Free Wi-Fi in all rooms ;Hair dryer ;Heating ;In-room safe box ;Linens ;Mini bar ;Satellitecable channels ;Toiletries ;Towels ;Woodenparqueted flooring ;,Standard Double Room,Room size 15 m_square161 ft_square Shower 2 single beds,124.97
650,1112598,Schliefauhof,Schliefau 19,Randegg,Austria,Hotels,3,Air conditioning ;Free Wi-Fi in all rooms ;In-room safe box ;Shower ;TV ;,Double Room,Room size 20 m_square215 ft_square 1 double bed,66.765
651,1112598,Schliefauhof,Schliefau 19,Randegg,Austria,Hotels,3,Air conditioning ;Free Wi-Fi in all rooms ;In-room safe box ;Shower ;TV ;,Single Room,Room size 12 m_square129 ft_square 1 single bed,66.765
652,1195252,Hotel Ploberger,Kaiser-Josef-Platz 21,Wels,Austria,Hotels,4,Additional toilet ;Air conditioning ;Alarm clock ;Blackout curtains ;Closet ;Coffeetea maker ;Desk ;DVDCD player ;Extra long bed ;Free bottled water ;Free Wi-Fi in all rooms ;Hair dryer ;Heating ;In-room safe box ;Linens ;Mirror ;Satellitecable channels ;Seating area ;Smoke detector ;Sofa ;Soundproofing ;Telephone ;Toiletries ;Towels ;Wake-up service ;Woodenparqueted flooring ;,Junior Suite,Room size 41 m_square441 ft_square City view Non-smoking Shower and bathtub 1 double bed,162.645
653,1195252,Hotel Ploberger,Kaiser-Josef-Platz 21,Wels,Austria,Hotels,4,Air conditioning ;Alarm clock ;Blackout curtains ;Carpeting ;Closet ;Coffeetea maker ;Extra long bed ;Free bottled water ;Free Wi-Fi in all rooms ;Hair dryer ;Heating ;In-room safe box ;Linens ;Mirror ;Satellitecable channels ;Seating area ;Smoke detector ;Soundproofing ;Telephone ;Toiletries ;Towels ;Wake-up service ;Woodenparqueted flooring ;,Standard Room,Room size 22 m_square237 ft_square City view Non-smoking Shower 1 double bed,162.645
654,1195252,Hotel Ploberger,Kaiser-Josef-Platz 21,Wels,Austria,Hotels,4,Air conditioning ;Alarm clock ;Blackout curtains ;Carpeting ;Closet ;Free bottled water ;Free Wi-Fi in all rooms ;Hair dryer ;Heating ;In-room safe box ;Linens ;Mirror ;Satellitecable channels ;Seating area ;Smoke detector ;Soundproofing ;Telephone ;Toiletries ;Towels ;Wake-up service ;Woodenparqueted flooring ;,Economy Room,Room size 17 m_square183 ft_square Courtyard view Shower 1 single bed,162.645
655,1195252,Hotel Ploberger,Kaiser-Josef-Platz 21,Wels,Austria,Hotels,4,Air conditioning ;Alarm clock ;Blackout curtains ;Closet ;Coffeetea maker ;Desk ;DVDCD player ;Extra long bed ;Free bottled water ;Free welcome drink ;Free Wi-Fi in all rooms ;Hair dryer ;Heating ;In-room safe box ;Linens ;Mirror ;Satellitecable channels ;Seating area ;Smoke detector ;Soundproofing ;Telephone ;Toiletries ;Towels ;Wake-up service ;Woodenparqueted flooring ;,Comfort Room,Room size 30 m_square323 ft_square City view Non-smoking Shower and bathtub 1 double bed,162.645
656,1195252,Hotel Ploberger,Kaiser-Josef-Platz 21,Wels,Austria,Hotels,4,Air conditioning ;Alarm clock ;Blackout curtains ;Closet ;Coffeetea maker ;Desk ;DVDCD player ;Extra long bed ;Free bottled water ;Free Wi-Fi in all rooms ;Hair dryer ;Heating ;High floor ;In-room safe box ;Linens ;Mirror ;Satellitecable channels ;Seating area ;Smoke detector ;Soundproofing ;Telephone ;Toiletries ;Towels ;Wake-up service ;Woodenparqueted flooring ;,Superior Room,Room size 30 m_square323 ft_square City view Non-smoking Shower 1 double bed,162.645
657,1195252,Hotel Ploberger,Kaiser-Josef-Platz 21,Wels,Austria,Hotels,4,Air conditioning ;Alarm clock ;Closet ;Coffeetea maker ;Desk ;DVDCD player ;Extra long bed ;Free bottled water ;Free Wi-Fi in all rooms ;Hair dryer ;Heating ;In-room safe box ;Linens ;Satellitecable channels ;Seating area ;Smoke detector ;Sofa ;Soundproofing ;Telephone ;Toiletries ;Towels ;Wake-up service ;Woodenparqueted flooring ;,Junior Suite for Single Use,Room size 41 m_square441 ft_square Shower and bathtub 1 queen bed,162.645
658,1195252,Hotel Ploberger,Kaiser-Josef-Platz 21,Wels,Austria,Hotels,4,Air conditioning ;Alarm clock ;Closet ;Coffeetea maker ;Desk ;DVDCD player ;Extra long bed ;Free bottled water ;Free Wi-Fi in all rooms ;Hair dryer ;Heating ;In-room safe box ;Linens ;Satellitecable channels ;Seating area ;Smoke detector ;Soundproofing ;Telephone ;Toiletries ;Towels ;Wake-up service ;Woodenparqueted flooring ;,Comfort Single Room,Room size 29 m_square312 ft_square Shower and bathtub 1 queen bed,162.645
659,1195252,Hotel Ploberger,Kaiser-Josef-Platz 21,Wels,Austria,Hotels,4,Air conditioning ;Alarm clock ;Closet ;Coffeetea maker ;Desk ;DVDCD player ;Extra long bed ;Free bottled water ;Free Wi-Fi in all rooms ;Hair dryer ;Heating ;In-room safe box ;Linens ;Satellitecable channels ;Seating area ;Smoke detector ;Soundproofing ;Telephone ;Toiletries ;Towels ;Wake-up service ;Woodenparqueted flooring ;,Superior Double Room For Single Use,Room size 30 m_square323 ft_square Shower 1 queen bed,162.645
660,1195252,Hotel Ploberger,Kaiser-Josef-Platz 21,Wels,Austria,Hotels,4,Air conditioning ;Extra long bed ;Free bottled water ;Free Wi-Fi in all rooms ;Hair dryer ;Heating ;In-room safe box ;Linens ;Satellitecable channels ;Seating area ;Smoke detector ;Soundproofing ;Telephone ;Toiletries ;Towels ;Wake-up service ;Woodenparqueted flooring ;,Standard Single Room,Room size 21 m_square226 ft_square Shower 1 queen bed,162.645
661,1220994,Amethysthotel Mantler,Am Berg 44 / An der Horner Bundesstrasse,Maissau,Austria,Hotels,3,Air conditioning ;Carpeting ;Clothes rack ;Desk ;Free Wi-Fi in all rooms ;Hair dryer ;Heating ;In-room safe box ;Linens ;Soundproofing ;Toiletries ;Towels ;TV [flat screen] ;,Comfort Double Room,Room size 28 m_square301 ft_square Balconyterrace Shower 1 queen bed,75.35
662,1220994,Amethysthotel Mantler,Am Berg 44 / An der Horner Bundesstrasse,Maissau,Austria,Hotels,3,Air conditioning ;Carpeting ;Clothes rack ;Desk ;Free Wi-Fi in all rooms ;Hair dryer ;Heating ;In-room safe box ;Linens ;Soundproofing ;Toiletries ;Towels ;TV [flat screen] ;,Comfort Single Room,Room size 18 m_square194 ft_square Shower 1 single bed,75.35
663,1233026,Hotel & Wirtshaus Hodl-Kaplan,Grazer Strasse 12,Feldbach,Austria,Hotels,3,Air conditioning ;Carpeting ;Closet ;Desk ;Free Wi-Fi in all rooms ;Hair dryer ;Heating ;In-room safe box ;Linens ;Satellitecable channels ;Smoke detector ;Sofa ;Toiletries ;Towels ;Wake-up service ;,Double Room,Room size 22 m_square237 ft_square Shower 1 king bed,79.37
664,1233026,Hotel & Wirtshaus Hodl-Kaplan,Grazer Strasse 12,Feldbach,Austria,Hotels,3,Air conditioning ;Carpeting ;Closet ;Desk ;Free Wi-Fi in all rooms ;Hair dryer ;Heating ;In-room safe box ;Linens ;Satellitecable channels ;Smoke detector ;Toiletries ;Towels ;Wake-up service ;,Triple Room,Room size 30 m_square323 ft_square Balconyterrace Shower 1 single bed and 1 queen bed,79.37
665,1233026,Hotel & Wirtshaus Hodl-Kaplan,Grazer Strasse 12,Feldbach,Austria,Hotels,3,Air conditioning ;Closet ;Desk ;Free Wi-Fi in all rooms ;Hair dryer ;Heating ;In-room safe box ;Linens ;Satellitecable channels ;Smoke detector ;Sofa ;Toiletries ;Towels ;Wake-up service ;Woodenparqueted flooring ;,Deluxe Family Room,Room size 32 m_square344 ft_square Shower and bathtub 1 king bed and 1 sofa bed,79.37
666,1233026,Hotel & Wirtshaus Hodl-Kaplan,Grazer Strasse 12,Feldbach,Austria,Hotels,3,Air conditioning ;Closet ;Desk ;Free Wi-Fi in all rooms ;Hair dryer ;Heating ;In-room safe box ;Linens ;Satellitecable channels ;Smoke detector ;Toiletries ;Towels ;Wake-up service ;Woodenparqueted flooring ;,Deluxe Double Room with Balcony,Room size 25 m_square269 ft_square Balconyterrace Shower 1 king bed,79.37
667,1233026,Hotel & Wirtshaus Hodl-Kaplan,Grazer Strasse 12,Feldbach,Austria,Hotels,3,Air conditioning ;Closet ;Desk ;Free Wi-Fi in all rooms ;Hair dryer ;Heating ;In-room safe box ;Linens ;Satellitecable channels ;Smoke detector ;Toiletries ;Towels ;Woodenparqueted flooring ;,City Room,Room size 16 m_square172 ft_square Shower 1 king bed,79.37
668,1233026,Hotel & Wirtshaus Hodl-Kaplan,Grazer Strasse 12,Feldbach,Austria,Hotels,3,Air conditioning ;Desk ;Free Wi-Fi in all rooms ;Hair dryer ;Heating ;In-room safe box ;Linens ;Satellitecable channels ;Smoke detector ;Toiletries ;Towels ;Wake-up service ;Woodenparqueted flooring ;,Economy Single Room,Room size 12 m_square129 ft_square Shower 1 single bed,79.37
669,1245335,Hotel Austria,Hauptstrasse 27,Gablitz,Austria,Hotels,3,Additional toilet ;Air conditioning ;Alarm clock ;Carpeting ;Cleaning products ;Closet ;Clothes rack ;Desk ;Dressing room ;Fan ;Free Wi-Fi in all rooms ;Hair dryer ;Heating ;In-room safe box ;Interconnecting rooms available ;Ironing facilities ;Linens ;Mosquito net ;Private entrance ;Satellitecable channels ;Sofa ;Soundproofing ;Toiletries ;Towels ;,Family Room,Room size 30 m_square323 ft_square Shower 2 single beds and 1 double bed,83.89
670,1245335,Hotel Austria,Hauptstrasse 27,Gablitz,Austria,Hotels,3,Additional toilet ;Air conditioning ;Alarm clock ;Carpeting ;Cleaning products ;Closet ;Clothes rack ;Desk ;Dressing room ;Fan ;Free Wi-Fi in all rooms ;Hair dryer ;Heating ;In-room safe box ;Interconnecting rooms available ;Ironing facilities ;Linens ;Mosquito net ;Private entrance ;Satellitecable channels ;Sofa ;Soundproofing ;Toiletries ;Towels ;,Family Room with Balcony,Room size 30 m_square323 ft_square Balconyterrace Shower 2 single beds and 1 queen bed,83.89
671,1245335,Hotel Austria,Hauptstrasse 27,Gablitz,Austria,Hotels,3,Additional toilet ;Air conditioning ;Alarm clock ;Carpeting ;Cleaning products ;Closet ;Clothes rack ;Desk ;Dressing room ;Fan ;Free Wi-Fi in all rooms ;Hair dryer ;Heating ;In-room safe box ;Interconnecting rooms available ;Ironing facilities ;Linens ;Mosquito net ;Private entrance ;Satellitecable channels ;Sofa ;Soundproofing ;Toiletries ;Towels ;,Triple Room,Room size 30 m_square323 ft_square Shower 3 single beds,83.89
672,1245335,Hotel Austria,Hauptstrasse 27,Gablitz,Austria,Hotels,3,Additional toilet ;Air conditioning ;Alarm clock ;Carpeting ;Cleaning products ;Closet ;Clothes rack ;Desk ;Dressing room ;Fan ;Free Wi-Fi in all rooms ;Hair dryer ;Heating ;In-room safe box ;Interconnecting rooms available ;Ironing facilities ;Linens ;Mosquito net ;Private entrance ;Satellitecable channels ;Soundproofing ;Toiletries ;Towels ;,Double or Twin Room,Room size 18 m_square194 ft_square Shower 2 single beds or 1 double bed,83.89
673,1245335,Hotel Austria,Hauptstrasse 27,Gablitz,Austria,Hotels,3,Additional toilet ;Air conditioning ;Alarm clock ;Carpeting ;Cleaning products ;Closet ;Clothes rack ;Desk ;Dressing room ;Fan ;Free Wi-Fi in all rooms ;Hair dryer ;Heating ;In-room safe box ;Interconnecting rooms available ;Ironing facilities ;Linens ;Mosquito net ;Private entrance ;Satellitecable channels ;Soundproofing ;Toiletries ;Towels ;,Double or Twin Room with Private Bathroom,Room size 18 m_square194 ft_square Shower 2 single beds or 1 double bed,83.89
674,1245335,Hotel Austria,Hauptstrasse 27,Gablitz,Austria,Hotels,3,Additional toilet ;Air conditioning ;Alarm clock ;Carpeting ;Cleaning products ;Closet ;Clothes rack ;Desk ;Dressing room ;Fan ;Free Wi-Fi in all rooms ;Hair dryer ;Heating ;In-room safe box ;Interconnecting rooms available ;Ironing facilities ;Linens ;Mosquito net ;Private entrance ;Satellitecable channels ;Soundproofing ;Toiletries ;Towels ;,Double Room with Balcony,Room size 22 m_square237 ft_square Balconyterrace Shower 1 queen bed,83.89
675,1245335,Hotel Austria,Hauptstrasse 27,Gablitz,Austria,Hotels,3,Additional toilet ;Air conditioning ;Alarm clock ;Carpeting ;Cleaning products ;Closet ;Clothes rack ;Desk ;Dressing room ;Fan ;Free Wi-Fi in all rooms ;Hair dryer ;Heating ;In-room safe box ;Interconnecting rooms available ;Ironing facilities ;Linens ;Mosquito net ;Private entrance ;Satellitecable channels ;Soundproofing ;Toiletries ;Towels ;,Twin Room with Balcony,Room size 20 m_square215 ft_square Balconyterrace Shower 2 single beds,83.89
676,1245335,Hotel Austria,Hauptstrasse 27,Gablitz,Austria,Hotels,3,Additional toilet ;Air conditioning ;Alarm clock ;Carpeting ;Cleaning products ;Closet ;Clothes rack ;Desk ;Dressing room ;Fan ;Free Wi-Fi in all rooms ;Hair dryer ;Heating ;In-room safe box ;Interconnecting rooms available ;Ironing facilities ;Mosquito net ;Private entrance ;Satellitecable channels ;Seating area ;Sofa ;Soundproofing ;Toiletries ;Towels ;,Deluxe Triple Room,Room size 30 m_square323 ft_square Shower and bathtub 3 single beds,83.89
677,1260913,Hotel Giessenbach,Schoffstallstrasse 1,Fugen,Austria,Hotels,4,Additional toilet ;Air conditioning ;Bathrobes ;Closet ;Clothes rack ;Coffeetea maker ;Dishwasher ;Free Wi-Fi in all rooms ;Full kitchen ;Hair dryer ;Heating ;High chair ;In-room safe box ;Interconnecting rooms available ;Ironing facilities ;Kitchenware ;Linens ;Microwave ;Mirror ;Private entrance ;Refrigerator ;Satellitecable channels ;Seating area ;Separate dining area ;Smoke detector ;Soundproofing ;Telephone ;Toiletries ;Towels ;Wake-up service ;Woodenparqueted flooring ;,Suite,Room size 50 m_square538 ft_square Balconyterrace Shower Kitchenette 2 bedrooms 1 king bed or 1 king bed,170.79
678,1294209,Haus Diana,Bergbahnstrasse 16,Reutte,Austria,Hotels,3,Additional bathroom ;Additional toilet ;Air conditioning ;Alarm clock ;Blackout curtains ;Carpeting ;Closet ;Clothes dryer ;Clothes rack ;Daily newspaper ;Desk ;Fire extinguisher ;Free Wi-Fi in all rooms ;Hair dryer ;Heating ;High chair ;In-room safe box ;Interconnecting rooms available ;Ironing facilities ;Linens ;Mirror ;Private entrance ;Seating area ;Sofa ;Toiletries ;Towels ;TV ;Washing machine ;,Superior Family Room,Room size 40 m_square431 ft_square Garden view Balconyterrace Non-smoking 2 bathrooms Shower 2 king beds and 2 sofa beds,160.18
679,1294209,Haus Diana,Bergbahnstrasse 16,Reutte,Austria,Hotels,3,Air conditioning ;Alarm clock ;Blackout curtains ;Carpeting ;Closet ;Clothes dryer ;Clothes rack ;Daily newspaper ;Desk ;Fire extinguisher ;Free Wi-Fi in all rooms ;Hair dryer ;Heating ;High chair ;In-room safe box ;Interconnecting rooms available ;Ironing facilities ;Linens ;Mirror ;Private entrance ;Satellitecable channels ;Seating area ;Sofa ;Soundproofing ;Toiletries ;Towels ;Washing machine ;,Standard Double Room,Room size 17 m_square183 ft_square Garden view Balconyterrace Non-smoking Shower 1 king bed,160.18
680,1294209,Haus Diana,Bergbahnstrasse 16,Reutte,Austria,Hotels,3,Air conditioning ;Alarm clock ;Blackout curtains ;Carpeting ;Closet ;Clothes dryer ;Clothes rack ;Daily newspaper ;Desk ;Fire extinguisher ;Free Wi-Fi in all rooms ;Hair dryer ;Heating ;High chair ;In-room safe box ;Interconnecting rooms available ;Ironing facilities ;Linens ;Mirror ;Private entrance ;Satellitecable channels ;Seating area ;Sofa ;Soundproofing ;Toiletries ;Towels ;Washing machine ;,Superior Double Room,Room size 20 m_square215 ft_square Garden view Balconyterrace Non-smoking Shower 1 king bed and 1 sofa bed,160.18
681,1294209,Haus Diana,Bergbahnstrasse 16,Reutte,Austria,Hotels,3,Air conditioning ;Alarm clock ;Blackout curtains ;Closet ;Clothes dryer ;Clothes rack ;Daily newspaper ;Desk ;Fire extinguisher ;Free Wi-Fi in all rooms ;Hair dryer ;Heating ;High chair ;In-room safe box ;Ironing facilities ;Linens ;Mirror ;Private entrance ;Satellitecable channels ;Seating area ;Soundproofing ;Toiletries ;Towels ;Washing machine ;,Family Room,Room size 31 m_square334 ft_square Mountain view Balconyterrace Non-smoking Shower 1 king bed and 1 bunk bed,160.18
682,1716832,Thalinger Hof,Eisenstrasse 4,Kronstorf,Austria,Hotels,3,Air conditioning ;Desk ;Free Wi-Fi in all rooms ;Heating ;In-room safe box ;Satellitecable channels ;Seating area ;,Double Room,Room size 22 m_square237 ft_square Shower 1 queen bed,88.41
683,1716832,Thalinger Hof,Eisenstrasse 4,Kronstorf,Austria,Hotels,3,Air conditioning ;Desk ;Free Wi-Fi in all rooms ;Heating ;In-room safe box ;Satellitecable channels ;Seating area ;,Single Room,Room size 18 m_square194 ft_square Shower 1 single bed,88.41
684,1716832,Thalinger Hof,Eisenstrasse 4,Kronstorf,Austria,Hotels,3,Air conditioning ;Desk ;Free Wi-Fi in all rooms ;Heating ;In-room safe box ;Satellitecable channels ;Seating area ;,Triple Room,Room size 25 m_square269 ft_square Shower 1 single bed and 1 queen bed,88.41
685,1755523,AMEDIA Luxury Suites Graz,Evangelimanngasse 6,Graz,Austria,Hotels,4,Air conditioning ;Bathrobes ;Blackout curtains ;Cleaning products ;Closet ;Clothes dryer ;Coffeetea maker ;Complimentary tea ;Daily newspaper ;Desk ;DVDCD player ;Electric blanket ;Fire extinguisher ;Free instant coffee ;Free Wi-Fi in all rooms ;Hair dryer ;Heating ;High floor ;In-room safe box ;Interconnecting rooms available ;Ironing facilities ;Laptop safe box ;Laptop workspace ;Linens ;Mini bar ;Mirror ;Open air bath privileges ;Pets allowed in room ;Private entrance ;Refrigerator ;Satellitecable channels ;Seating area ;Separate dining area ;Shoeshine kit ;Slippers ;Smoke detector ;Sofa ;Soundproofing ;Toiletries ;Towels ;Wake-up service ;Washing machine ;Woodenparqueted flooring ;,Junior Suite,Room size 38 m_square409 ft_square Balconyterrace Non-smoking Shower 1 double bed or 2 single beds,178.945
686,1755523,AMEDIA Luxury Suites Graz,Evangelimanngasse 6,Graz,Austria,Hotels,4,Air conditioning ;Bathrobes ;Blackout curtains ;Cleaning products ;Closet ;Clothes dryer ;Coffeetea maker ;Complimentary tea ;Daily newspaper ;Desk ;DVDCD player ;Fire extinguisher ;Free instant coffee ;Free Wi-Fi in all rooms ;Full kitchen ;Hair dryer ;Heating ;High floor ;In-room safe box ;Interconnecting rooms available ;Ironing facilities ;Kitchenware ;Laptop safe box ;Laptop workspace ;Linens ;Microwave ;Mini bar ;Mirror ;Open air bath privileges ;Pets allowed in room ;Private entrance ;Refrigerator ;Satellitecable channels ;Seating area ;Separate dining area ;Shoeshine kit ;Slippers ;Smoke detector ;Sofa ;Soundproofing ;Toiletries ;Towels ;Wake-up service ;Washing machine ;Woodenparqueted flooring ;,Luxury Suite,Room size 38 m_square409 ft_square Garden view Balconyterrace Non-smoking Shower Kitchenette 1 double bed or 2 single beds,178.945
687,1755523,AMEDIA Luxury Suites Graz,Evangelimanngasse 6,Graz,Austria,Hotels,4,Air conditioning ;Bathrobes ;Blackout curtains ;Cleaning products ;Closet ;Clothes dryer ;Coffeetea maker ;Complimentary tea ;Daily newspaper ;Desk ;DVDCD player ;Fire extinguisher ;Free instant coffee ;Free Wi-Fi in all rooms ;Full kitchen ;Hair dryer ;Heating ;High floor ;In-room safe box ;Ironing facilities ;Kitchenware ;Laptop workspace ;Microwave ;Mini bar ;Mirror ;Pets allowed in room ;Private entrance ;Refrigerator ;Satellitecable channels ;Seating area ;Separate dining area ;Separate living room ;Shoeshine kit ;Slippers ;Sofa ;Toiletries ;Towels ;Wake-up service ;Washing machine ;Woodenparqueted flooring ;,Penthouse Suite,Room size 55 m_square592 ft_square Balconyterrace Non-smoking Shower Kitchenette 1 double bed or 2 single beds,178.945
